class,tweet,clean_txt
2,RT @indykaila: Exclusive: Ars&#232;ne Wenger gave two yellow cards &amp; red card while refereeing a charity match in Rome. @Arsenal,rt   wenger gave two yellow card amp red card refere chariti match rome arsenal
1,RT @infidelpamelaLC: Mahammad was a bitch. Cause I said so. http://t.co/3w8Gyp4vuz,rt 
1,RT @inkMEhoe: Craziest bitches got the best pussy.....,rt  craziest bitch got best pussi
1,RT @inkoverhoes: Ugly bitches like to argue a lot.,rt  ugli bitch like argu lot
2,RT @inmysexdreams: I love black shoes cause I can match them with anything but I also need some colored shoes,rt  love black shoe caus match anyth also need color shoe
2,"RT @intelwire: Significant number of US tweets were Americans flipping the bird to IS. UK, not so much.",rt  signific number us tweet american flip bird uk much
1,"RT @intelwire: Twitter is suspending the shit out of IS, multiple iterations of new regional accounts opening today and suspended within ho&#8230;",rt  twitter suspend shit multipl iter new region account open today suspend within 
0,"RT @iowahawkblog: ""I love cripples! Look at all these fucking cripples! Goddamit I'm a people person!"" https://t.co/XCLA5xPmLX",rt 
1,"RT @iowahawkblog: If you call a player a ""pussy"" when he's sidelined by concussion, and a ""low class"" when he trash talks, you might be a f&#8230;",rt  call player pussi hes sidelin concuss low class trash talk might 
2,"RT @iowahawkblog: Whatta co-inky-dink: IRS cancelled contract with email backup company right after Lerner's computer ""crash"" http://t.co/Z&#8230;",rt 
1,RT @ireland_roseee: @savanigga half of it will be about how you became ghetto in Compton.,rt  savanigga half becam ghetto compton
1,RT @irielee12: @drrrruuuu @Victoria_Finae ayyy what fags,rt  drrrruuuu victoriafina ayyy fag
1,"RT @isaidthatshit: LMFAOOOOOOOOOOOOOOOO RT @2ChainzLyrics: Put that muthafuckin jelly on that bread, bitch spread it http://t.co/pzTSt16cew""",rt 
1,"RT @isminiHoran: &#8220;i&#8217;m running like a bitch&#8221;
&#8212; Michael Clifford, role model and inspiration to many",rt   run like  michael clifford role model inspir mani
1,"RT @isneeze_Glitter: if you ate my pussy, don't ever try to disrespect me . Fck nigga i fed you &#9995;",rt  ate pussi dont ever tri disrespect  fck nigga fed 
1,"RT @ispeak_sarcasms: I hate girls that be like "" I can't talk to you you got too many hoes.."" Bitch where ya competitive spirit at??",rt  hate girl like  cant talk got mani hoe bitch ya competit spirit
1,"RT @ispeak_sarcasms: Niggas expect you to pull this out when they ask ""where the hoes at"" http://t.co/kmNE99r3Re",rt 
1,RT @ispeak_sarcasms: the nigga with no future always have the most hoes..,rt  nigga futur alway hoe
2,RT @it_itt: @docrocktex26 doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. @AfricanPrinces&#8230;,rt   noth agenda unbeliev dem fail use teabagg 
1,"RT @itsDC_2x: ""Just texted my phone, this bitch just blew my high!""",rt  text phone bitch blew high
1,RT @itsDC_2x: Rihanna is currently dropping bombs on you bitches!,rt  rihanna current drop bomb bitch
1,"RT @itsDeSha__: give me head &amp; kiss yo bitch , you a ill nigga !",rt  give head amp kiss yo bitch  ill nigga 
1,RT @itsDeSha__: hickeys hurt I don't see how people always have them hoes .,rt  hickey hurt dont see peopl alway hoe 
1,RT @itsDeSha__: when you @ a bitch they never talking bout you all of a sudden &#128514;,rt   bitch never talk bout sudden 
1,RT @itsDonLeach: You're still a pussy @BarackObama,rt  your still pussi barackobama
1,"RT @itsDorry: Attractive girls are always the most insecure... &#128589;

While these Shrek looking bitches, walk around thinking their the shit &#128129;",rt  attract girl alway insecur  shrek look bitch walk around think shit 
1,"RT @itsDorry: just seen this little yellow nigga who lives in a pineapple.....
thats some crazy shit.",rt  seen littl yellow nigga live pineapplethat crazi shit
1,RT @itsDorry: maybe all these fake bitches will pretend to be real for halloween,rt  mayb fake bitch pretend real halloween
1,"RT @itsDorry: school doesnt even test your intelligence it tests ur memory...

....it tests my ability to keep calm and not slap a bitch",rt  school doesnt even test intellig test ur memoryit test abil keep calm slap bitch
1,RT @itsMeekMill: Unloyal girls turn good guys into assholes. And unloyal guys turn good women into bitches.,rt  unloy girl turn good guy asshol unloy guy turn good women bitch
1,"RT @itsSamCollins: I hate seeing people with money spend it on stupid shit, you don't need 11 TVs &amp; a shark tank you twat",rt  hate see peopl money spend stupid shit dont need  tvs amp shark tank twat
1,"RT @itsTylerStarr: If we date&#128143;&#10084;&#65039;
Get rid of ya Ex's 
&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;

I'll get rid of my hoes
&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;

We don't need NO interference 
&#128525;&#128145;&#128107;&#128141;&#128141;&#128149;&#128175;",rt   rid ya ex  get rid  dont need interfer 
1,RT @itsclaribelyo: Swag fags are now hibernating because great America and Christmas in the park are both closed. &#128514;,rt  swag fag hibern great america christma park close 
1,RT @itscoleharmon_: 11:11. I wish you would stop being a hoe.,rt  wish would stop hoe
1,RT @itscoleharmon_: Birth Control should be mandatory for some of you hoes,rt  birth control mandatori hoe
1,"RT @itscoleharmon_: Guys at parties be screaming ""these hoes ain't loyal"" but they drunk &amp; cheating on they gf with a girl who look like Ra&#8230;",rt  guy parti scream hoe aint loyal drunk amp cheat gf girl look like 
1,"RT @itscoleharmon_: Top 3 Lies girls tell on twitter
1. My DMs don't work
2. Why is my twitter unfollowing people
3. I'm not a hoe",rt  top  lie girl tell  dms dont  twitter unfollow  im hoe
1,"RT @itscoleharmon_: s/o to all those girls who are curled up in a ball in their bed waiting for that goodnight text. go to sleep bitch, he &#8230;",rt  girl curl ball bed wait goodnight text go sleep bitch 
1,RT @itscoleharmon_: you bitches with A cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies.,rt  bitch cup boob need stop wast money bras buy tank top like rest homi
1,RT @itsdavedude: cant just tell me anything bitch im one click away from google at all times,rt  cant tell anyth bitch im one click away googl time
1,RT @itsjustshay__: i swear i care bout everything but these bitches &#128080;,rt  swear care bout everyth bitch 
1,RT @itskingdee: @1inkkofrosess fuck them hoes! I have bigger problems like do you cook at your house lol,rt   fuck hoe bigger problem like cook hous lol
1,RT @itskingdee: @1inkkofrosess fuck them hoes! I have bigger problems like do you ever cook at your house lmao,rt   fuck hoe bigger problem like ever cook hous lmao
1,RT @itslenyybitch: LOL what a fake bitch,rt  lol fake bitch
1,"RT @itsqwan_DUH: Vibing with my bitches ,on this &#9981;&#65039; feeling good &#128076;&#127811;&#128168; #SlowJams #NeverADullMoment #WithTheseBitches &#128540; @_LiYAHM0NE @imangie_&#8230;",rt  vibe bitch  feel good  slowjam neveradullmo withthesebitch   
1,"RT @itssJayda: &#8220;@uce_INA: &#8220;@leaisalioness: &#128081; http://t.co/uYKb0T3Fba&#8221; hoes on gish road be lookin like.. Talkin bout ""5 dolla sucky sucky""&#128514;&#8230;",rt  hoe gish road lookin like talkin bout  dolla sucki 
2,"RT @itssylviaplath: I wanted change and excitement and to shoot off in all directions myself, like the colored arrows from a Fourth of July&#8230;",rt  want chang excit shoot direct like color arrow fourth 
2,"RT @iv9801: Charlie Sheen engaged to porn star http://t.co/THMYpFexic
Mens #Health Tips Sex Toy http://t.co/Hxmlrj1w6m The Adult Toys #KISS&#8230;",rt  adult toy 
1,RT @ivanrabago_: @InfamousCoryOG @_WhitePonyJr_ @EakaErick there's only like one retarded fucking beaner that does and he's a stupid ass ex&#8230;,rt  infamouscoryog whiteponyjr eakaerick there like one retard fuck beaner hes stupid ass 
1,RT @ivanrabago_: @Woody_AFC fucking faggot,rt  woodyafc fuck faggot
0,RT @ivanrabago_: @staycoolwheels @Studhardt22 Joshua is a faggot. Just suspend him on those grounds,rt  staycoolwheel  joshua faggot suspend ground
1,"RT @j0shlegend: Why is it always the bitches with no money, no job... no contribution to anything financial that have the highest standards&#8230;",rt  alway bitch money job contribut anyth financi highest 
1,RT @jaaaayr: pretty bitch is always comin thru &#9786;,rt  pretti bitch alway comin thru 
1,RT @jaaayLENo: Dese hoes aint loyal @ Wal-Mart #TeamIgnant #hoodcomedy #flytv #LOLATL &#128514;&#128514;&#128514;&#128514; bruh https://t.co/3nKvBpR9qr,rt 
1,RT @jaaay_guevara: Join me for 8's no fucks given join bitch @WeakndMLG @CoDGhostsScrims @ShawnAbner,rt  join  fuck given join bitch weakndmlg codghostsscrim shawnabn
1,RT @jackiengvyen: All talk blahblah bye bitch,rt  talk blahblah bye bitch
1,"RT @jacksondundan: Ever look at a bitch tweet and was like ""Bitch Stfu""? &#128514;&#128514;",rt  ever look bitch tweet like bitch stfu 
2,RT @jackwadeshow: Funny how Rick Scott accuses Charlie Crist of changing his positions on everything. Rick's positions are dictated by corp&#8230;,rt  funni rick scott accus charli crist chang posit everyth rick posit dictat 
1,RT @jade_vidal: Everyday I turn more into a cold heartless bitch.,rt  everyday turn cold heartless bitch
1,RT @jadefiree: trigger finger keep my pussy wet? no thanks,rt  trigger finger keep pussi wet thank
1,RT @jadenleAnn: @22EdHam hit that bitch with a bottle,rt   hit bitch bottl
1,"RT @jaimescudi_: Niggaaaaaa, why these bitches trip so hard over a nigga? When will they realize they're gonna grow up &amp; regret the fool?",rt  niggaaaaaa bitch trip hard nigga realiz theyr gonna grow amp regret fool
2,RT @jakeburnsmfc: @staycoolwheels @BloggerBoxing because hillbillies like sports to...,rt  staycoolwheel bloggerbox hillbilli like sport
1,RT @jakemoneyzz: Leavin no hope for these hoes,rt  leavin hope hoe
1,RT @jakesiwy: @Ryan_Murphy3 http://t.co/i1rnKjMKeU fag,rt  fag
1,RT @jakesiwy: @bhasfurter pussy,rt  bhasfurt pussi
1,RT @jama_jam: I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol,rt  im say im  stud fuck tranni wont let bitch strap muhfucka childish lol
1,RT @jama_jam: You gotta be straight forward with hoes ... Tell them what you want from jump ...,rt  gotta straight forward hoe  tell want jump 
2,RT @jamiedupree: Vice President Biden &amp; his wife are in Florida today to stump for Democrat Charlie Crist in his bid for Governor,rt  vice presid biden amp wife florida today stump democrat charli crist bid governor
2,"RT @janbaloch45: Pakistani Christian Couple burnt alive in Kasur Punjab http://t.co/JRxpbsL05Y
@veritaz @marvisirmed 
@Goshno @AliyaNazki &#8230;",rt  marvisirm goshno aliyanazki 
2,"RT @janesports: As NFL reportedly asks bird-flipping M.I.A. for another $15M, let's revisit @SarahSpain's column on ridiculousness: http://&#8230;",rt 
1,RT @jarieVee_: 24. Her. When we found her she was so sloppy and I tried to drag her to the car. She was fighting back and the bitch was hea&#8230;,rt   found sloppi tri drag car fight back bitch 
1,"RT @jarieVee_: 28. Basically, you can't be bold and be a hoe at the same time.",rt   basic cant bold hoe time
0,RT @jasminee_gamboa: hoes will be hoes .,rt  hoe hoe 
1,RT @jaunthegoat: Lost my erection and found it in your girlfriends pussy,rt  lost erect found girlfriend pussi
1,RT @jaxx_staxx: &#8220;@baranosky_: 1 day down 39 more days with out pot #lent&#8221;your a faggot,rt   day  day pot  faggot
1,RT @jay_gee24: Damn it wigga &#128514;&#128514;&#128514;&#128514;,rt  damn wigga 
2,RT @jay_ibarra95: Your tweets remind me of the times when we did the Oreo milkshake runs @ 1am in the morning !! &#128514;&#128557;&#128557;&#128557; @Vikyfdez15,rt  tweet remind time oreo milkshak run   morn   
1,RT @jaylynnkoliba: @TonyJRodriguez imma get my crew on dis fuckin fag #3hunnad real talk nigga #turn up,rt  tonyjrodriguez imma get crew dis fuckin fag  real talk nigga turn
0,RT @jaymesshaylan: fuuck jalens a slow bitch!,rt  fuuck jalen slow bitch
1,RT @jaynovel: Real RT @JRUIZ__: Few things worse than forcing a conversation with a dumb bitch,rt  thing wors forc convers dumb bitch
1,RT @jazzy_luvvs_you: Chantel isn't a side hoe bc apparently she's lesbian. IM DONE WITH LIFE. All these months hating her for no reason.,rt  chantel isnt side hoe bc appar shes lesbian im done life month hate reason
1,RT @jballinbutts420: @Jamie_Caudillo you're retarded enough to be both. But atleast I have a date to bring you on for your birthday&#10084;&#65039;&#128535;,rt  jamiecaudillo your retard enough atleast date bring 
1,"RT @jburnone: Cheating ain't no accident hoe!
 fallin off a bike is a accident! 
I ain't never seen a bitch trip &amp; land on no dick!",rt  cheat aint accid hoe fallin bike accid aint never seen bitch trip amp land dick
1,RT @jcal__: &#8220;@BlessedMannie: &#8220;@alluring____: y'all hoes get boyfriends just to tweet about them.&#128588;&#8221;&#8221; then break up to dawg him on here lol,rt  yall hoe get boyfriend tweet  break dawg lol
1,RT @jcash___: Bradshaw ain't no hoe,rt  bradshaw aint hoe
1,"RT @jcope12003: @RealNoth @msmansk are you kidding? #boycottCriminalIntent just lost my fave program. Take a belt to THAT, bitch.",rt  realnoth msmansk kid boycottcriminalint lost fave program take belt bitch
1,RT @jdollasignnn: @16stanleys &#128514;&#128514;&#128514;&#128514; I'm so weak! Ima go stalk him now lmfao! U lucky bitch &#128557;&#128148;&#128553;&#128514;,rt    im weak ima go stalk lmfao u lucki bitch 
2,RT @jeffgallardo9: &#8220;@Sonali1123: Guys with colored eyes &#128525;&#8221; http://t.co/hwiPlPuxpQ,rt tcohwiplpuxpq
2,RT @jemelehill: Just saw Dawn of The Planet of the Apes. One of the better moves I've seen this year. I didn't know if I wanted the apes or&#8230;,rt  saw dawn planet ape one better move ive seen year didnt know want ape 
1,"RT @jenebooks: @WhistGoddess i was about to be like ""r u queer"" but c'mon Jen do u even need to ask",rt  whistgoddess like r u queer cmon jen u even need ask
2,RT @jenebooks: I feel a lot of ppl trash talking indie for all sounding the same but i think any genre you're not v into tends to sound th &#8230;,rt  feel lot ppl trash talk indi sound think genr your v tend sound th 
2,"RT @jennaferjenbub: &#8220;@BarryClerjuste: ""Anything below a A+ and we disown you ling ling"" http://t.co/m1QiWK4xZg&#8221; @AustinBedsaul",rt  austinbedsaul
2,"RT @jennakimjones: Dear Oreo, What's this I hear about a Watermelon flavor? KEEP YOUR FAKE FRUIT FLAVOR OUT OF MY CRISCO SANDWICHES!!! Love&#8230;",rt  dear oreo what hear watermelon flavor keep fake fruit flavor crisco sandwich 
1,RT @jenny_barajas: &#8220;@FazeyBaby: quote this tweet with the funniest pic in ya camera roll &#128514;&#8221; this bitch started it all&#128514; http://t.co/8xqcxUo&#8230;,rt 
1,RT @jennydigi: @thotpockets &#9995;&#11088;&#65039;bitch,rt  thotpocket 
1,RT @jeremiahKOEking: Not every female is a TROPHY&#127942;&#128525;&#128588; some of y'all hoes are just Certificates of Completion!&#128221;&#128195;&#128530;,rt  everi femal  yall hoe certif 
1,"RT @jerrilyn71: ""@HistoryGoon: and also.pussy!..if my shit offends u..get off twitter..block me..and go suck a cock...",rt  alsopussyif shit offend uget twitterblock meand go suck cock
0,"RT @jerrilyn71: ""@HistoryGoon: hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queers..i hate em! fudg&#8230;",rt  hey dicklick say im happili divorc bitter homophob im scare queersi hate em 
1,"RT @jerseywolfgod: I don't want the pussy if it makes me want to pay your bills and not sleep my Sunday mornings away, don't ruin my life.",rt  dont want pussi make want pay bill sleep sunday morn away dont ruin life
2,RT @jesscorsonCLE: Does anyone know of a good pet sitter in #CLE/Northeast Ohio? Specifically cats &amp; birds. Thanks! #CLEpets #neo #clevelan&#8230;,rt  anyon know good pet sitter clenortheast ohio specif cat amp bird thank clepet neo 
1,RT @jessielee1028: @Hawkdaddy300 @GavinMHawks21 @Ur_Boy_George yeah I don't think that's okay...Fuckin drop it. You shouldn't even joke abo&#8230;,rt    urboygeorg yeah dont think that okayfuckin drop shouldnt even joke 
1,"RT @jessietorr: yeah ""basic bitches"" are a thing but how many straight white men do you know who are all the same and SO boring??",rt  yeah basic bitch thing mani straight white men know bore
1,RT @jessmelkum: Nipple piercings are suppose to be a girls personal secret. But y'all hoes get them just to take a selfie,rt  nippl pierc suppos girl person secret yall hoe get take selfi
2,"RT @jewtanski: When you has a frownie, eats a brownie",rt  frowni eat browni
0,RT @jezzzz_: &#8220;@Ginga_Snaps13: @jezzzz_ @ShitPussiesSay Jessica I'm not afraid to slit your throat tomorrow&#8221; @RitenourSchools @BarackObama @&#8230;,rt  jezzzz shitpussiessay jessica im afraid slit throat  ritenourschool barackobama 
2,RT @jfkirtley: Reds haven't lost a series at Yankee Stadium since 1961 World Series #76 #08 #12,rt  red havent lost seri yanke stadium sinc  world seri   
2,"RT @jgalt666: Don't let a crisis go to waste.Dems Exploiting Ebola to trash Repubs opposed to Obama&#8217;s choice for Surgeon Gen, http://t.co/&#8230;",rt 
1,RT @jillxoxo12: anxiety is such a cunt,rt  anxieti cunt
1,RT @jimjefferies: I'm never watching brave heart again! You cunts don't want freedom,rt  im never watch brave heart cunt dont want freedom
1,"RT @jimjefferies: When People write a review of my comedy that starts with ""I'm not easily offended, but this was just not funny"" that cunt&#8230;",rt  peopl write review comedi start im easili offend funni 
2,RT @jimmerfredette: I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&#8230;,rt  hope yanke game doesnt get rain tonight go special atmospher game jeter 
1,RT @jjauthor: US ghettos-driven by lib ideology;forged by unions&amp;bankrupted by self-serving Ds catering 2parasites! #tcot http://t.co/Ee2L5&#8230;,rt 
2,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering 2parasites! #tcot http://t&#8230;,rt 
0,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering to parasites!#tcot http://&#8230;,rt 
2,RT @jm_wags: Well I play flappy bird now and I don't know why,rt  well play flappi bird dont know
1,"RT @joerogan: Dear everyone using ""natural"" deodorant, it's not working, you stinky bitch.",rt  dear everyon use natur deodor work stinki bitch
1,"RT @jogonzalez_23: &#8220;@shinglewarf: #single http://t.co/zLzg6sjBbh&#8221;

NOOO ""my nuts bitch"" &#128514;&#128553;&#128553;&#128553;&#128553;&#128553;",rt  nut bitch 
1,RT @john_nesby: &#128514;&#128514;&#128514; I know who Chubb talkin bout lmao definitely not my hoe,rt   know chubb talkin bout lmao definit hoe
1,RT @johntherealman: &#8220;@gingerash2013: My main bitch and my side bitch mad at me but I could give two fucks&#8221; #twofucks&#9996;&#65039; &#127911;&#127911;,rt  main bitch side bitch mad could give two   
1,RT @johntherealman: So I see no ones participating in the twitter purge #pussies #ihopeitssuposetobetonight,rt  see one particip twitter purg pussi ihopeitssuposetobetonight
1,"RT @joiiiie_: your still on the side hoe , stfu",rt  still side hoe  stfu
2,RT @joselopez222: Aurora is more ghetto then the bellos &#128514;&#128557;,rt  aurora ghetto bello 
1,RT @josephdburns34: Damn girl u is a straight hoe!&#128514;&#128514;&#128514;,rt  damn girl u straight 
2,"RT @josepheach: D-emand
E-veryone's
M-oney &amp;
O-bjects
C-ollectively be
R-edistributed
A-mong
T-heir
S-upporters",rt  demandeveryonesmoney ampobjectscollect beredistributedamongtheirsupport
1,RT @joshhandsomee87: Well I felt sorry for her before but that was stupid. Still though @edgarguillenjr is a bitch who wont try that wit ...,rt  well felt sorri stupid still though edgarguillenjr bitch wont tri wit 
1,RT @joshuaxallen_: #tbt Halloween 2011 a spoopy hoe and her pimp daddy http://t.co/oQVP80EGhx,rt 
1,RT @joytooawesome: @gorgeouss_kee @vintage_monroe_ bitch nooooo ! Kim been mine you dreaming,rt  gorgeousske vintagemonro bitch nooooo  kim mine dream
1,RT @joytooawesome: @im_jessicaaaaa @vintage_monroe_ bitch no I'm talking to her !,rt  imjessicaaaaa vintagemonro bitch im talk 
2,RT @jpayneancap: @A_M_Perez @sybilll @DianneWing2 @velvethammer @MyLibertyMyGun @sdalexander11 @Aoakleyc I bet she's a New York Yankee prog&#8230;,rt  amperez sybill  velvethamm mylibertymygun  aoakleyc bet shes new york yanke 
2,"RT @jrsalzman: Buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. Who is more manly?",rt  buzzfe male live citi buy meat plastic mock girl use gun go hunt man
1,"RT @juanadog: Dallying is for bitches, bro. I dilly, exclusively.",rt  dalli bitch bro dilli exclus
1,RT @judiebaby_: @Vnxthny ATTENTION !!! Keshonna Alexander had the best pussy in the world. Taste good asf&#128523;&#128523;&#128525;&#128536;&#128079;&#128588;&#128514;&#128514;&#128514;&#128553;&#128540;&#128523;&#128523;&#128525;&#128525;,rt  vnxthni attent  keshonna alexand best pussi world tast good 
1,RT @juiceman829: @herk87 @RealMichaelKay how much does your wife wet pussy want another dick. #BIG HEAD,rt   realmichaelkay much wife wet pussi want anoth dick big head
1,RT @juicygenie: @thotpockets fat bitches that think they cute,rt  thotpocket fat bitch think cute
2,RT @juicygenie: Sheryl crow be my mom,rt  sheryl crow mom
0,RT @julia_rodd: When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ &#8230;,rt  kenni angri talk like ghetto black man realli dont even think notic hahahahahahaha im laugh  
2,RT @juliebenz: I drink unicorn tears... RT @thecarnage07: @juliebenz And they say blondes don't age well :) You look like you're 20 :) ho&#8230;,rt  
1,"RT @junnDem: If a woman cares about you she'll get mad over little things. If you can't handle that, you deserve a hoe.",rt  woman care shell get mad littl thing cant handl deserv hoe
1,RT @jusabadgirl_: Nothing I hate more than a SNEAKY bitch,rt  noth hate sneaki bitch
1,"RT @jusangel_: Bae will always be bae . Even when bae is not bae, that's still bae . Therefore , you hoes can move around please &#9996;&#65039;",rt  bae alway bae  even bae bae that still bae  therefor  hoe move around pleas 
1,"RT @justicechrist: @ChillAssTweets_ @SimplySoulful when you sitting next ya girl and ya side bitch text you ""hey babe """,rt  chillasstweet simplysoul sit next ya girl ya side bitch text hey babe 
1,RT @justjomartinez: @Vidal_Lucia you've been doing too much math homework hoe &#128514;&#128514;,rt  vidallucia youv much math homework hoe 
1,RT @justjor_: 0 energy for these hoes,rt   energi hoe
1,RT @k_ree2: &#8220;@Trentdamanz: These hoes are loyal&#8221; plot twist,rt  hoe  plot twist
1,RT @kaaatt0: I'm snatching all your bitches at my leisuuuure,rt  im snatch bitch leisuuuur
1,"RT @kaegann: If you ""hate people so much"" then go morph into a Chihuahua since you want to be a little, whiny bitch so badly.",rt  hate peopl much go morph chihuahua sinc want littl whini bitch bad
1,"RT @kaitlyn_lardi: ""@17Seniors: so i basically become a fearless bitch when i'm mad""",rt  basic becom fearless bitch im mad
2,RT @kamaalrkhan: Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;,rt  sir arvindkejriw career tho apka wais bhi khatam ho chukka becom new amar singh tri public 
1,"RT @kanYeBreast: seeee RT @phontigallo: ""Let that bitch hop in your mentions one more time, hear?"" http://t.co/VqHWqhvnwB",rt tcovqhwqhvnwb
2,RT @karen_gonski: i wish i was one of those girls who guys liked no matter what...ike i could wear sweats and my hair up and they would sti&#8230;,rt  wish one girl guy like matter whatik could wear sweat hair would 
1,"RT @karessaNV_M: If I was a bird, you would be the 1st person I&#8217;d shit on.",rt  bird would  person  shit
1,RT @karlos_budah: @RealNiggaSherm aye bro you kno how this shit go we in this bitch solid af running FREE THE 1ST,rt  realniggasherm aye bro kno shit go bitch solid af run free 
1,"RT @karlos_budah: Free the squaddd @1stBlocJeremiah, @RealNiggaSherm We in this bitch Solid FIRST BLOCK FREEE US",rt  free squaddd  realniggasherm bitch solid first block freee us
1,RT @karlos_budah: Give me head &amp; kiss yo nigga you a ill bitch,rt  give head amp kiss yo nigga ill bitch
1,RT @karlos_budah: Gone kill me bitch nigga don't be a girl about &#128076;,rt  gone kill bitch nigga dont girl 
1,RT @karlos_budah: I kno this bitch a thot she wanna meet my momma now,rt  kno bitch thot wanna meet momma
2,RT @kaseymizell: we may or may not be trash at taking pictures together http://t.co/bPJWl1aO2E,rt 
2,"RT @kathyislovely: 'che wigga! RT ""@wigga32: If she puts up with you it's because she loves you, now make it worth her while&amp; love her back&#8230;",rt  put love make worth whileamp love 
1,"RT @katmurda: I am so nice , but I'm such a bitch .. hard 2 explain",rt  nice  im bitch  hard  explain
0,"RT @kcarmouche: How you real, don't put NO money on you nigga books? But chu buy a bitch Chanel just to hit the Puss!",rt  real dont put money nigga book chu buy bitch chanel hit puss
1,"RT @keeLivinLavish: These bitches wanna fuck me, cuz dat molly got dem high&#128517;&#128138; http://t.co/xTnO13TnUS",rt 
1,"RT @keep_ita_hunnit: Ya bitches got boddies but act like they dont count cause ya ""loved"" each other lmaoo",rt  ya bitch got boddi act like dont count caus ya love lmaoo
1,RT @keithscho: Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.,rt  watch innoc muslim dude play muham must get ton pussi
1,"RT @kekelovingmytwo: ""@1stBlocJeremiah: Good pussy change ya life! &#128514;&#128557;""",rt  good pussi chang ya life 
1,RT @kellconnolly: Guys say &#8220;don&#8217;t wear leggings if you don&#8217;t got no ass&#8221; &amp;I see you pussies walking around in muscle shirts without any mus&#8230;,rt  guy say  wear leg  got  ampi see pussi walk around muscl shirt without 
1,"RT @kelseyreneee_: Bet you won't @ em' doe &#8220;@Jakelewis44_: ""Hoes gon be hoes"" shut up. You a hoe&#128514;&#128514;&#128064;&#8221;",rt  hoe gon hoe shut 
1,"RT @kendra_kay25: @WhiteyPants11 you're a fag for using that emoji. Anyways, you are one of my best friends &amp; there is never a dull moment &#8230;",rt   your fag use emoji anyway one best friend amp never dull moment 
2,RT @kendramarie91: &#8220;@vngelinaa_: Tornado sirens.... Atleast I'll be dying with you guys @Xo_t33 @a_krizanovic @kendramarie91 &#128557;&#8221; and this ho&#8230;,rt  tornado siren atleast ill die guy  akrizanov   
1,"RT @kenohtoopretty_: i don't want no thot , a thot is a girl that can't get no&#10084;&#65039;from me, hanging with the other little hoes, wearing her be&#8230;",rt  dont want thot  thot girl cant get  hang littl hoe wear 
1,RT @kep0ne: @quanb24 you bitch ass nigga,rt   bitch ass nigga
1,RT @kep0ne: I'm pretty sure @Krislisisms just called that dude a faggot,rt  im pretti sure krislis call dude faggot
1,RT @kevantee_: hoes quick to say they can fuck somebody else bf but what does that do for you but make you look bad? &#128514;&#128514;&#128514; want a cookie?,rt  hoe quick say fuck somebodi els bf make look bad  want cooki
2,"RT @kevinkoski: If Jeremy Lin dunked on Lebron in a Yankees cap, and then celebrated by Tebowing in front of Brett Favre, would ESPN exp ...",rt  jeremi lin dunk lebron yanke cap celebr tebow front brett favr would espn exp 
0,RT @kevnasto: I would rather fuck a fat chick than allow a nigger into my house.,rt  would rather fuck fat chick allow nigger hous
1,RT @kg4hunnid: Bruh you trash take yo ass back to college @GenoSmith7,rt  bruh trash take yo ass back colleg 
1,RT @khadijzah: People be like from bae to who are you real quick I be like bitch don't play with me I'll cut you,rt  peopl like bae real quick like bitch dont play ill cut
1,RT @khadijzah: Someone will love your bitch ass it won't be me but someone will love you,rt  someon love bitch ass wont someon love
1,RT @khernns: All of a sudden all these bitches like soccer today lol,rt  sudden bitch like soccer today lol
1,RT @khloekardashian: Basic bitches NOT wanted,rt  basic bitch want
1,"RT @khloewithoutheC: @TypicalMinions: when ur with ur friend and a bitch u both hate walks past http://t.co/LPLAYEfI7q"" @felferrara us as n&#8230;",rt  felferrara us 
1,RT @khulekile_32220: The karma of fucking over a good girl is the bitch you end up with,rt  karma fuck good girl bitch end
1,"RT @kialloyd22: ""Okay I'm Kia and my middle name's faggot."" -Dylan",rt  okay im kia middl name faggot dylan
1,"RT @kiaspeaks: Yall stay tracking pussy miles, but refuse to put any effort into controlling your own peen. But okay...I guess. Whatever ke&#8230;",rt  yall stay track pussi mile refus put effort control peen okayi guess whatev 
1,RT @kid_nipsey_400: bitch what you thought ? &#128514;,rt  bitch thought  
1,"RT @kid_nipsey_400: bitch you not cute , you just photogenic &#128514;",rt  bitch cute  photogen 
0,RT @kiddsmy_pyt: You have a new boyfriend every week.. Tf you doin hoe?,rt  new boyfriend everi week tf doin hoe
